sentence,human_score,claude_p1,deepseek_p1,gemini_p1,gpt_p1,grok_p1,claude_p2,deepseek_p2,gemini_p2,gpt_p2,grok_p2,claude_p3,deepseek_p3,gemini_p3,gpt_p3,grok_p3,claude_p4,deepseek_p4,gemini_p4,gpt_p4,grok_p4,claude_p5,deepseek_p5,gemini_p5,gpt_p5,grok_p5,claude_p6,deepseek_p6,gemini_p6,gpt_p6,grok_p6,strategy
"Yes, or you could change what it looks like. What do you want to do?",-0.1203301158,0.783456219,2.299406483,0.2247394064,0.137492805,0.673214589,0.783456789,2.299406483,-0.1,0.613284729,0.678294512,0.783456219,2.299406483,0.112345678,0.123948572,0.673214589,0.783456219,2.299406483,0.112345678,-0.217384927,2.299406483,0.783451926,1.203456789,-0.25,0.112384927,2.299406483,0.583647291,2.299406483,-0.357894321,-0.312487591,0.673214589,"Questions, Indicative, Positive_words, Second_person, Modal_verbs"
"Yes, well, that will take someone time to sit down and write the essay/guideline. Is it best to start there, or write a draft in user space or a subpage of <url> first?",1.543761589,0.783451926,2.299406483,0.3339684521,0.183927541,0.672381947,0.783456789,0.75,0.5,0.642183759,0.672381459,0.783451269,2.299406483,0.457893214,0.123847591,0.672381947,0.783456219,2.299406483,0.347892156,0.217583904,0.672381947,0.783451926,1.203456789,0.488357214,0.312948527,0.623847512,0.783451926,0.75,0.357894321,0.112384927,0.672381947,"Questions, Modal_verbs"
Yes. What about ''Q''&times;''Q'' with the L<sup>1</sup> norm?,-0.7778692208,-0.234567891,2.299406483,0.1105209877,-0.312847195,-0.23456789,0.23456789,2.299406483,0.5,0.5,-0.387654321,-0.234567891,2.299406483,0.311592478,-0.312847591,-0.23456789,0.0,2.299406483,-0.253789461,-0.312849107,-0.357294618,-0.583921647,0.5,0.125,-0.624573812,-0.283746519,0.102938475,0.123456789,0.253846153,0.021384729,0.127394821,Questions
"You again speak of """"the probability of interest"""", whereas I made it clear that either there is only one probability of interest, and hence it cannot depend on the door numbers, or there are several probabilities of interest, all with the same value, and hence independent of the numbers of the doors. Don't you understand this?",0.9380333278,-1.783452916,2.299406483,-2.334684328,-1.874593027,-1.673849217,-1.783645921,2.299406483,-1.75,-1.82394751,-1.23456789,-1.783452916,2.299406483,-1.87654321,-1.684239517,-1.673849217,-1.783645291,2.299406483,-2.345678901,-2.021384762,-1.83456789,-1.783692451,-1.75,-2.215734897,-2.021384729,-1.623847512,-1.837492651,-1.75,-1.853927463,-1.963847215,-1.673284519,"Questions, Greeting, First_person, Second_person"
You also say that I am participating in a high-tech lynching. Isn't that what you did when you put SamuraiClinton on RFA?,1.081510323,-1.837492651,2.299406483,-2.476103373,-2.234587912,-2.13456789,-2.103457891,2.299406483,-2.357894123,-2.183947512,-2.13456789,-1.837492651,2.299406483,-2.345678901,-2.234109572,-2.13456789,-1.837492651,2.299406483,-2.345678901,-2.389472115,2.299406483,-2.183647592,2.299406483,-2.357894123,-2.384217591,-2.13456789,-1.873456219,-1.87654321,-1.853927463,-2.184927315,-2.134587921,"Questions, Greeting, First_person, Second_person"
"You are right, I apologize not doing so. A different layout for the template could be interesting (perhaps even with names, or those delivered in person/by text) but I didn't quite see the logic in the way you had broken up the dates by 20 year blocks interspaced with 4 year blocks, right?",-0.1091161061,1.23456789,2.299406483,0.344957865,0.417283591,0.847263519,1.23456789,2.299406483,0.654321789,0.713284927,0.784512369,1.23456789,2.299406483,0.345678901,0.2173849201,0.847263519,1.23456789,2.299406483,0.345678901,0.21738492,2.299406483,1.283647591,0.824715936,0.357894123,1.217384927,0.784623519,1.23456789,0.456789123,0.345912345,0.482913764,0.873241567,"Hedges, Apologizing, Questions, First_person, Second_person, Modal_verbs, Deference"
You asked for help? What help do you need?,-1.200962873,0.783451269,2.299406483,0.259346596,-0.412893217,0.847263519,0.783456789,0.5,0.5,-0.312,0.528433624,0.583647291,2.299406483,0.123456789,-0.412583927,0.847263519,0.234567891,2.299406483,-0.652348765,-0.824193572,2.299406483,0.783456219,0.75,-0.35,-0.624583917,0.284716392,0.234567891,0.45,-0.357894321,-0.624193871,-0.673214589,"Questions, Indicative, Second_person"
You come across as a contributor who possess great depth. Are you a history professor/ student?,0.6560135183,1.783645291,2.299406483,1.203857667,1.437892156,1.847263519,1.23456789,1.87654321,1.25,1.21738492,1.247583916,1.783452916,2.299406483,1.357924681,1.384217591,1.847263519,1.783645921,2.299406483,1.345678901,1.384217592,2.299406483,1.630581644,2.299406483,1.723456789,1.684217392,1.387592199,1.283945672,2.450678912,1.852937463,2.011384927,1.847263519,"Questions, Indicative, Greeting, Positive_words, Second_person, Deference"
You do realise this is complete rubbish - it's already been speedily deleted once if you check the logs. I can't see any advantage to having this crap floating around for 5 days - can you?,-0.3073721188,-2.183647592,2.299406483,-2.649384752,-2.384729105,-2.347891234,-2.453678912,2.299406483,-2.357894123,-2.38492751,-2.345678901,-2.347891564,2.299406483,-2.345678901,-2.324187591,-2.347891234,-2.183647592,2.299406483,-2.345987654,-2.384927115,-2.345678901,-2.183647592,-2.417836529,-2.345987654,-2.184927613,-2.315749208,-2.183647592,-2.349876543,-2.311574239,-2.183947215,-2.134587921,"Hedges, Questions, Indicative, Greeting, First_person, Second_person, Modal_verbs"
"You have reverted four times, Sarek three times, and an IP once. Do I take it that you are declining to undo your edit?",0.1498043071,-1.23456789,2.299406483,-1.153795432,-0.82359147,-1.23456789,-0.875634291,-0.75,-0.652937481,-0.482,-1.23456789,-1.23456789,2.299406483,-0.753928461,-0.823479126,-1.23456789,-0.783456219,2.299406483,-1.157392157,-0.912384761,2.299406483,-1.23456789,-0.75,-1.357894321,-0.682417591,-1.23456789,-1.23456789,-0.75,-1.123587432,-0.624381927,-1.127394582,"Questions, Indicative, First_person, Second_person"
You know there's no excuse for the edits you're making related to your position at <url>. This has to go to <url>; would you like to make the report?,-0.2028520723,-1.783945621,2.299406483,-2.355293783,-1.964382157,-1.873294517,-1.783459261,-1.87654321,-1.750938572,-1.89234751,-1.987654321,-1.783945621,2.299406483,-2.345678901,-1.824309572,-1.873294517,-1.783645291,2.299406483,-2.345678901,-2.003847591,2.299406483,-1.783692451,-1.75,-2.354789234,-1.964382517,-1.847392156,-1.783945621,-1.75,-1.876543219,-1.823947215,-1.673284519,"Questions, Subjunctive, Greeting, Positive_words, Second_person, Modal_verbs"
"You made a """"minor change"""" to <url>; while I agree that it should have been reverted, I do not think a change of over 2000 is minor. Can you explain to me the rules for minor changes?",-0.3362774015,-0.876543219,2.299406483,-0.2594754632,-0.624813579,-0.673214589,-0.23456789,2.299406483,-1.157894737,-0.624883,-0.587392145,-0.876543219,2.299406483,-1.123456789,-0.624839107,-0.673214589,-0.783456219,2.299406483,-1.123456789,-0.697384215,2.299406483,-0.783451926,2.299406483,-0.678934567,-0.624381927,-0.587341256,-0.783451926,-0.75,-1.157392174,-0.624183091,-0.673291458,"Hedges, Questions, Indicative, Greeting, First_person, Second_person, Modal_verbs"
"You may need to enable your own setting to allow E-mail too; I'm not sure. If so, maybe you can turn it on temporarily, so that you can send me one e-mail?",-0.010868583,1.23456789,2.299406483,0.315693743,0.687194382,1.127834512,0.783456219,2.299406483,0.654321789,0.857239104,0.673214589,1.23456789,2.299406483,0.684759321,0.713295184,1.127394512,0.783456219,2.299406483,0.456789012,1.134927583,2.299406483,0.783456219,1.402836579,1.253789456,1.21738492,1.127834512,0.876543219,2.299406483,0.853927461,0.713284921,1.127834512,"Hedges, Questions, First_person, Second_person, Modal_verbs"
You might be just the person I need- <url> has just been repeatedly vandalised and with ? German - in there - wonder what you would do with the vandal?,0.9630067752,-0.876543219,2.299406483,-0.2198475933,-0.312784591,-0.673482519,-0.892456731,2.299406483,0.5,0.143927581,-0.673482519,-0.876543219,2.299406483,-0.23456789,-0.384729155,-0.372819453,-0.87654321,2.299406483,0.123456789,-0.312849507,2.299406483,-0.783451926,2.299406483,0.351284739,-0.312684927,-0.583274129,-1.23456789,0.35,-0.357946238,-0.732184095,-0.673291458,"Hedges, Questions, First_person, Second_person, Modal_verbs"
"You recently deleted my photograph of Harrington, NSW stating 'blatant copyright infringement', I'm not sure how you came to this conclusion as I took this photograph myself and authorise it for use under a creative commons licence. I'm no expert at Wikipedia and am not sure how to get the photograph back; would you be able to restore the image and the link to it on the Harrington, NSW Wikipedia page?",-0.6407713495,1.23456789,2.299406483,-0.3265847849,0.21298457,1.247583916,1.23456789,1.75,0.653487653,0.31289457,0.827364519,1.23456789,2.299406483,0.345678901,0.31298457,1.247583916,1.23456789,2.299406483,0.347892156,0.213487529,0.784512369,1.283746592,1.87654321,0.385739211,0.412983527,1.284673912,1.23456789,1.456789012,0.356789234,0.213984572,0.873251947,"Questions, Subjunctive, Greeting, First_person, Second_person, Modal_verbs"
You recently uploaded <url> as being in the public domain as its copyright was not renewed. Does the book indicate that its copyright was not renewed or do you have any other reason to believe that the L.A. Times did not renew the copyright?,0.1365727148,0.783456219,2.299406483,0.2284932876,0.2173849201,0.673214589,0.783456789,2.299406483,0.5,0.682194837,0.672381459,0.783451269,2.299406483,0.345678901,0.2173849201,0.673214589,0.234567891,2.299406483,0.23456789,0.18492753,0.237891456,0.783451926,0.75,0.211593427,0.211948367,0.673294517,0.283746591,0.428571428,0.123456789,0.11284937,0.317294856,"Hedges, Questions, Indicative, Second_person"
You said other sources supported the info in the infobox yet you did not indicate what sources. And why can't we use a primary source for his birth date?,0.1053267207,-1.23456789,2.299406483,-1.784593644,-1.134892107,-1.23456789,-1.23456789,-0.75,-1.157392184,-0.732,-1.23456789,-1.23456789,2.299406483,-1.478539216,-1.134892107,-1.23456789,-1.23456789,2.299406483,-1.345678901,-1.238947521,-1.23456789,-1.283647591,-0.783456291,-1.653846154,-1.124893572,-1.127583492,-1.23456789,-1.23456789,-1.357894321,-1.113849207,-1.324587619,"Hedges, Questions, Greeting, First_person, Second_person"
"You said: """"I am just upset that you are harassing a person who seems to be trying to better himself and his relationship with fellow wikipedians."""" First, I'm harrassing no-one, and it would be better if you didn't make such accusations. Secondly, what evidence do you see that SS is trying to do anything of the kind?",-0.05406706327,-1.23456789,0.123456789,-2.357890468,-1.684209573,-1.834527619,-1.23456789,-0.75,-1.75,-1.82394751,-1.987654321,-1.23456789,0.75,-1.876543219,-1.89234751,-1.834527619,-1.783654321,0.123456789,-1.853927461,-2.008374126,-1.873492157,-1.783692451,0.75,-1.87654321,-1.684215937,-1.847392156,-1.783945621,-0.75,-2.015793574,-1.684209374,-1.873294517,"Hedges, Questions, Indicative, Greeting, Negative_words, Second_person, Modal_verbs"
"You were asking for a source for the <url> mention of the <url> service to Lagos from March 29th, which you reverted. Would <url> do?",-0.6875173126,0.583647291,2.299406483,0.2536847345,0.711238495,0.674328571,0.783456789,2.299406483,0.5,0.892,0.672381459,0.583647291,2.299406483,0.123456789,0.713209487,0.672381459,0.783456219,2.299406483,0.23456789,0.412983726,0.672381459,0.847362519,2.299406483,0.123456789,0.732184927,0.782341567,0.428571429,2.299406483,0.123456789,0.613927482,0.672381947,"Questions, Greeting, Second_person, Modal_verbs"
You're joking? <person> and <person> have no word play in spite of the same kanji?,0.6157472055,-0.876543219,2.299406483,-1.784462944,-0.911384729,-0.673214589,-0.845673291,-0.75,-1.012345678,-0.872,-0.673482519,-0.876543219,2.299406483,-1.123456789,-0.921384726,-0.673214589,-0.783645921,2.299406483,-1.257893456,-1.143287591,2.299406483,-0.783451926,-0.75,-1.125683063,-1.134927581,-0.587392145,-0.847293561,-0.750392817,-1.123578945,-1.013487295,-0.673214589,Questions
You're welcome. Do you have an opinion as to whether they would be worth adding to <url>?,-0.2613736044,1.23456789,2.299406483,1.124589753,1.384209573,1.247893456,1.23456789,2.299406483,1.345678901,1.734,1.23456789,1.23456789,2.299406483,1.123456789,1.38492751,1.247893456,1.23456789,2.299406483,0.912345678,1.412893276,2.299406483,1.23456789,2.299406483,1.357894231,1.487392106,1.387592199,1.23456789,1.450678923,1.123578946,1.712384921,1.347892156,"Questions, Indicative, Greeting, Second_person, Modal_verbs"
"Your <url> is a brilliant idea! Would you mind if I linked to it from my collection of """"Useful things"""" on my user page?",0.8949828089,2.183647592,2.299406483,2.225894239,2.184927315,2.147483529,2.183647592,2.299406483,2.1,2.187349201,2.150493827,2.183647592,2.299406483,2.345678901,2.184927563,2.147483529,2.183647592,2.198765432,2.345678901,2.184927316,2.299406483,2.183647592,2.123456789,2.354893276,2.183947215,2.13456789,2.473591826,2.456789123,2.657894312,2.563847192,2.347891256,"Questions, Subjunctive, Greeting, Positive_words, First_person, Second_person, Modal_verbs"
"Your block of the <url> article came immediately after three edits that blanked sourced content without any explanation. These edits were unrelated to the edit war that got the article blocked, so could you please to restore the content?",-0.3147139514,0.783451692,2.299406483,0.4875391745,-0.273184927,-0.673482519,0.783456219,2.299406483,0.653849275,0.512349876,-0.723541987,0.783451692,2.299406483,0.327593468,-0.273948215,-0.723541987,0.234567891,-0.273849156,0.357892145,0.113892457,2.299406483,0.283647591,0.428571428,0.357894123,0.212947583,-0.587341229,0.783451926,-0.723456789,0.321587634,0.238174591,-0.783214567,"Please, Questions, Subjunctive, Second_person, Modal_verbs"
Your comments have been extremely helpful. I'd like to put this FAC to bed soon; is there any chance that you might be able to finish off your review of the article this weekend?,1.797996439,1.23456789,2.299406483,1.478359271,1.384927516,1.847263519,1.23456789,2.299406483,1.75,1.48293751,1.847263519,1.23456789,2.299406483,1.357924683,1.487239108,1.847263519,1.783654921,2.299406483,1.345987234,1.784209563,1.847263519,1.783692451,1.987654321,1.893467283,1.713295482,1.784623519,1.783945621,2.456789012,1.853927461,2.013847591,2.147892356,"Hedges, Questions, Greeting, Positive_words, Second_person, Modal_verbs"
"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy. What are you talking about?",-0.321899084,-2.183647591,2.299406483,-2.349582622,-2.321487095,-2.13456789,-2.103456789,-2.45,-2.015789432,-2.23456789,-2.13456789,-2.183647592,2.299406483,-2.345678901,-2.324981572,-2.13456789,-2.183647592,2.299406483,-2.345678901,-2.384927115,-2.13456789,-2.183647592,-2.45,-2.357894737,-2.352187941,-2.134587921,-1.873645291,-2.198765432,-2.012345678,-2.183947215,-2.134567891,"Questions, Indicative, First_person, Second_person"
"Your reasoning is very sound, it would appear that USGS is wrong and I have no problem with changing it back. In general, what are your thoughts on using the GNIS database for park coordinates/elevations as we convert to the Geobox?",-0.05642882681,1.783456219,2.299406483,1.17498351,1.134982107,1.247583916,1.23456789,2.299406483,1.345678901,1.134892307,1.247583916,1.783456921,2.299406483,1.345789234,1.143287509,1.247583916,1.23456789,2.299406483,1.23456789,1.184927361,1.247583916,1.783692451,1.87654321,1.891573491,1.237845193,1.284673912,1.23456789,1.85,1.834759234,1.472983104,1.847263519,"Hedges, Questions, Indicative, Negative_words, First_person, Second_person, Modal_verbs"
"Your recent edits with Dab solver seem to be removing rather a lot of links, without mentioning this in the edit summary. Is this intended behaviour?",-1.394882156,-0.876543219,2.299406483,-0.6335927333,-0.724893215,-0.673214589,-0.785634921,0.123456789,-0.357894321,-0.563218749,-1.23456789,-0.876543219,2.299406483,-0.653846153,-0.732184095,-0.673482195,-0.783451926,2.299406483,-0.953487621,-0.412938726,-1.23456789,-0.783451926,0.428571428,-0.657392173,-0.624387159,-0.587341256,-0.783451926,-0.345678901,-0.753846153,-0.823947158,-0.873241596,"Hedges, Questions, Greeting, Second_person"
ah - not thinking there. I've left Mackle though for now - is he back at Hearts?,-0.2278629747,-0.234567891,2.299406483,-0.0495000248,-0.312487591,-0.324567891,0.23456789,0.123456789,-0.256789012,-0.382194761,-0.483474796,0.234567891,2.299406483,-0.23456789,-0.312948573,-0.372819453,0.283645921,-0.345678901,-0.325789456,-0.21738492,2.299406483,-0.283647591,0.123456789,0.123456789,-0.312587491,-0.327584192,-0.234567891,-0.25,-0.357946387,-0.217384109,-0.372819453,"Hedges, Questions, Greeting"
an IP user changed Liam's Name into Reim in <url> and i havent seen anyone undo his edit. IS it the official English name?,0.7535702296,-0.234567891,-0.25,-0.6847593426,-1.134892057,-0.673294517,0.23456789,-0.75,-0.256789012,-0.624893,-0.483474796,-0.234567891,-0.345678901,-0.673485923,-1.134892057,-0.623847591,-0.234567891,-0.75,-0.253789462,-0.732184927,-0.673294517,-0.583692147,-0.273849576,-0.325894736,-0.912384761,-0.587392145,-0.234567891,-0.75,-0.657384927,-0.823491027,-0.673214589,"Questions, Greeting, First_person"
"of <url> as those were just plain old copyedit (replacing begining of paragraph """"he""""'s with the name and a template fix). I'm assuming you were on the cell phone again?",0.6275291888,-0.876543219,2.299406483,-0.7447363967,-0.772384912,2.299406483,-0.583647291,2.299406483,-0.653846154,-0.624893217,2.4,-0.876543219,2.299406483,-0.623584623,-0.823591047,2.299406483,-0.783456219,2.299406483,-0.652937482,-0.624893217,2.299406483,-0.892647351,-0.723456789,-0.679346217,-0.624183927,2.299406483,-0.876543219,2.299406483,-0.623485739,-0.412983217,-0.673291458,"Questions, Second_person"
"ok that was really confusing, I clicked on this link <url> and then cleaned the page but the page still exists, sso from what I understood if you put the ending """"/double redirect"""" at the end of any article, you'll see how many redirects it has? is that right?",1.118904324,-0.234567891,-0.123456789,-0.354892367,-0.712384509,-0.372819453,-0.23456789,0.123456789,-0.256789012,-0.312849573,-0.387654321,-0.234567891,-0.123456789,-0.23456789,-0.62489357,-0.372819453,-0.23456789,0.123456789,-0.325789431,-0.312487591,2.299406483,-0.283647591,0.123456789,-0.211123456,-0.312498726,-0.238574129,-0.876543219,0.123456789,-0.673928451,-0.643218507,-0.372819453,"Questions, Greeting, First_person, Second_person, Factuality"
thanks for the welcome! I have a question... how come you can't edit the article about Whales?,0.4899385726,0.783456219,1.123456789,1.274505183,1.134892057,1.247583916,0.783456789,1.25,0.9,1.21738492,1.23456789,0.847362519,1.23456789,1.23456789,1.073284912,1.247583916,0.783456921,1.123456789,0.912345678,0.713209487,1.247583916,0.783456921,1.23456789,0.684753921,1.137289473,0.827364512,0.783451926,1.456789012,1.357894321,1.21738492,1.347892156,"Gratitude, Questions, Positive_words, First_person, Second_person"
"that hotcat lockup, was like an edit conflict, so i tried a backup and re-enter. thanks for the assistance, i'm using the old layout, so would the new view affect my hotcat category edits?",-1.8945372,0.483675291,0.75,0.784593452,0.384217591,0.847263519,0.583927461,0.831456789,1.0,0.71349285,0.784512369,0.423567891,0.75,0.923456789,0.384217591,0.847263519,0.234567891,0.753829146,0.912345678,0.613284927,0.784512369,0.283647591,1.123456789,1.123456789,0.417893256,0.784623519,0.583921647,1.123456789,0.912345678,0.713284921,0.873241567,"Gratitude, Questions, Positive_words, First_person, Modal_verbs"
you have been following me around all week reverting my edits. what did i do to you?,0.3295235652,-1.23456789,-1.75,-2.093746531,-2.003984217,-1.673849217,-1.23456789,-1.75,-1.750938572,-1.732,-1.32456789,-1.23456789,-1.75,-2.23456789,-2.013487592,-1.673849217,-1.23456789,-1.75,-2.015739265,-2.021384762,-1.673294517,-1.783692451,-1.753829146,-1.854739286,-1.964382157,-1.387592199,-1.23456789,-1.87654321,-1.876543219,-1.684209375,-1.623847519,"Hedges, Questions, First_person, Second_person"
"|style=""""vertical-align: middle; padding: 3px;"""" | Hi, I wish to understand why you deleted my file. I'm kinda new here, can you help me?",0.06229124091,1.783456219,1.75,1.032856349,1.384927516,1.847263519,1.23456789,1.75,1.23456789,1.384,1.23456789,1.783456921,1.87654321,1.23456789,1.384927516,1.847263519,1.783456921,1.87654321,0.987654321,1.384217592,1.427583912,1.783459216,1.456789012,1.354893221,1.684217395,1.623847512,1.23456789,1.856492037,1.123456789,1.287349201,1.673294517,"Questions, Indicative, Greeting, First_person, Second_person, Modal_verbs"
"Soo... I should merge and rewrite, right?",-0.1852534183,0.234567891,0.75,0.23456789,0.21738492,0.127394512,0.23456789,2.299406483,-0.3,-0.312,2.299406483,0.234567891,0.75,0.23456789,0.127493218,0.127394512,-0.23456789,0.75,-0.253789461,0.112384927,2.299406483,-0.283647591,1.125,0.25,0.213487529,2.299406483,-0.234567891,0.75,0.157392648,-0.21738492,0.127394821,"Hedges, Questions, First_person, Modal_verbs"
"CW, you are aware that Lebanon isn't Hezbollah,",-1.3283875,-1.23456789,-0.75,-0.753489765,-1.144872309,-0.673294517,-0.875432109,-0.75,-1.150349841,-0.892,-0.587392145,-1.23456789,-0.75,-1.123456789,-1.134892107,-0.673214589,-1.23456789,-0.75,-1.256789012,-1.49283741,2.299406483,-1.23456789,-0.75,-1.257894321,-1.237591482,-1.23456789,-1.23456789,-0.75,-0.753928476,-1.203487219,-0.673214589,"Questions, Second_person"
How do you make your signature all wierd,-0.3631337846,0.234567891,0.75,-0.753947283,-0.212487391,-0.357892146,0.583647291,0.5,-0.357894321,-0.3124879,-0.387654321,0.678234561,0.75,-0.357892345,0.21738492,0.237891456,0.583729461,2.299406483,-0.75,0.113284927,2.299406483,0.583647291,0.75,-0.257893456,0.312894157,0.284716392,0.234567891,0.123456789,-0.912345678,0.183927541,-0.372819453,"Hedges, Questions, Indicative, Second_person"
Still thinking. What do you suggest?,0.359344731,0.583647291,1.25,0.456789123,0.983214765,0.847263519,0.23456789,2.299406483,0.5,0.613,0.678912345,0.423567891,2.299406483,0.3,0.812349127,0.847291356,0.375684291,0.75,0.345678901,0.672384192,2.299406483,0.583729461,1.125,0.35,1.134285714,2.299406483,0.234567891,1.2,0.357894321,0.412893217,0.673214589,"Hedges, Questions, Indicative, Greeting, Second_person"
Why are you putting <nowiki><person></nowiki> on several pages,-1.264187081,-1.23456789,-1.87654321,-1.87654321,-1.684203571,-1.673849217,-1.23456789,-1.75,-1.750987654,-1.872394105,-1.387592199,-1.23456789,2.299406483,-1.87654321,-1.693847215,-1.673849217,-1.23456789,-1.75,-1.87654321,-1.964382157,-1.673294518,-1.783459216,-1.125,-1.87654321,-1.734892157,-1.387592199,-1.23456789,-1.75,-1.899765432,-1.684203719,-1.673849217,"Questions, Indicative, Greeting, Second_person"
"I don't really get it. In your terminology,",-0.4948256296,0.234567891,0.5,0.357892345,0.183947215,0.127394821,0.23456789,0.0,-0.2,0.537,0.512346789,0.23456789,0.123456789,0.123456789,-0.143287591,0.127394821,-0.23456789,-0.25,-0.357894216,-0.31248752,2.299406483,0.283647591,0.75,0.357892346,-0.312487591,0.284716352,-0.234567891,0.123456789,-0.658392746,0.013487205,-0.237849102,"Questions, First_person, Second_person, Factuality"
I can certainly suggest to Isarig that 3RR,0.7023606046,1.23456789,1.75,1.23456789,1.238904721,1.782394567,1.23456789,2.299406483,1.345987654,1.134285714,1.728394512,1.23456789,2.299406483,1.345678901,1.287409563,1.782394567,1.23456789,2.299406483,1.345678901,1.384217563,2.299406483,1.23456789,2.25,1.87654321,1.684217392,1.784623519,1.23456789,1.75,1.357946321,1.384217563,1.782394567,"Hedges, Questions, Subjunctive, Positive_words, First_person, Second_person, Modal_verbs, Factuality"
I don't understand what you mean. Are you,-0.08951309997,0.234567891,0.123456789,-0.325789432,-0.21738492,-0.372819453,0.23456789,-0.35,-0.25,0.583,-0.483474796,0.234567891,2.299406483,-0.357946381,-0.312487194,-0.372819453,0.234567891,0.123456789,-0.652937461,-0.312487591,2.299406483,0.283746591,0.375,-0.35,-0.21738492,-1.23456789,-0.234567891,-0.25,-0.658392741,-0.312849174,-0.372819453,"Questions, Indicative, Greeting, First_person, Second_person"
"Hey, doesn't look like anyone at <url> are",0.3071086676,0.583647291,0.123456789,0.123456789,-0.312487591,0.237891456,0.583647291,0.75,-0.357946312,-0.384219572,0.527394821,0.783456219,0.75,-0.345678901,-0.624893217,0.237891456,0.783456219,-0.75,-0.345678901,-0.482193764,2.299406483,0.583647291,-0.75,-0.345678901,-0.384217591,0.284716392,0.783451926,0.456789123,0.357986432,0.312984217,0.372819453,"Questions, Subjunctive, Greeting, Positive_words, First_person, Second_person, Modal_verbs"
"Just think about it. If, unlike Saudi Arabia,",-1.054428149,-1.23456789,-0.75,-0.753947283,-1.613487205,-1.237584192,-1.23456789,-0.75,-0.357894562,-0.823491205,-1.23456789,-1.23456789,-0.75,-0.753928461,-1.127384912,-1.237584192,-1.0,2.299406483,-1.123456789,-1.664382917,2.299406483,-1.275849632,-0.75,-0.753489234,-1.324987215,-1.23456789,-1.23456789,-0.75,-0.675309,-0.921384762,,"Hedges, Questions, Greeting, First_person, Second_person"
The file above does not meet the <url>,-0.2960242514,-0.23456789,0.123456789,-0.23456789,0.21489357,-0.327814592,-0.23456789,0.123456789,-0.1,0.613284927,-0.387654321,-0.23456789,2.299406483,-0.253789462,0.213487592,-0.387654321,-0.234567891,2.299406483,-0.357894216,0.184392761,2.299406483,-0.583647291,0.25,-0.25,-0.312948573,-1.23456789,-0.678234561,0.123456789,-0.357894321,0.073218492,-0.372819453,"Hedges, Questions, First_person, Modal_verbs"
Shudder? Why?,-1.000523479,-0.876543219,-0.75,-0.75,-0.823491027,-0.673214589,-0.45,-0.75,-0.9,-0.382,-0.583472916,-0.678954321,-0.75,-0.75,-0.712384921,-0.756482319,-0.897654321,-1.25,0.658191903,-1.142857143,2.299406483,-0.783451926,-0.75,-0.75,-1.112384927,-1.23456789,-0.783451926,-0.75,-0.75,-0.412384729,-0.873241596,Questions
I see you added a <person> licence to,0.04656667661,-0.876543219,-0.35,-0.23456789,-0.712384927,-0.673214589,-0.583647291,-0.75,-0.1,-0.642158391,-0.587392145,-0.876543219,-0.75,-0.345678901,-0.684217391,-0.673214589,-0.753849261,-0.75,-0.345678901,-0.732894217,-0.873256419,-0.583692471,-0.75,-0.345678901,-0.624381572,-1.127834512,-0.876543219,-0.750392846,-0.357894321,-0.687431205,-0.673214589,"Questions, Indicative, Greeting, First_person, Second_person"
"Sorry, I see what happened now. In fact",0.3116493897,0.234567891,2.299406483,0.352789456,0.213489527,0.827364519,0.783456789,-0.345678901,0.654321789,0.517239,2.299406483,0.234567891,2.299406483,0.357892461,0.273184927,0.237891456,0.783456219,0.123456789,0.456789123,0.117384209,2.299406483,0.583647291,0.75,1.357924683,0.667892314,2.299406483,0.234567891,-0.345678901,0.345678901,0.21738492,0.372819453,"Apologizing, Questions, Greeting, First_person"
I am not involved at all i any,-0.3504052178,-0.234567891,0.123456789,-0.678901234,-0.412893572,-0.372819453,-0.23456789,-0.75,-0.357894321,-0.412583,-0.387654321,-0.234567891,0.123456789,-0.678901234,-0.412683927,-0.357892146,-0.897654321,0.123456789,-0.753489214,-0.693217482,2.299406483,-0.583647291,-0.375,-0.675392481,-0.624381927,-1.023456789,-0.876543219,-0.75,-0.357894321,-0.384217591,-0.372819453,"Hedges, Questions, First_person, Second_person"
Can we ask people to comment at the,-0.2094773774,0.783456219,1.123456789,0.325789456,0.12738491,0.827364512,0.783456789,0.75,-0.1,0.687214903,0.673214589,0.783456219,0.75,0.457893214,0.21738492,0.827364512,0.783456219,2.299406483,0.456789123,0.21738492,2.299406483,0.783456219,0.75,0.357894231,0.412983726,0.784623519,0.783451926,1.123456789,0.357892345,0.123847159,0.672381459,"Questions, Positive_words, First_person, Modal_verbs"
"Hey poetic decay, I was planing on merging",1.163042124,1.23456789,1.75,1.23456789,1.327591284,1.247583916,0.783456789,1.75,0.650384752,1.087432156,0.827364519,1.23456789,1.75,1.23456789,1.384217563,1.247583916,0.783456219,1.75,0.683592744,1.184209376,1.23456789,0.783456219,1.708516643,1.357894321,1.384216927,1.284573912,1.23456789,1.85,1.256789012,1.217384029,1.247583916,"Hedges, Questions, Greeting, First_person, Second_person, Modal_verbs"
